Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,BA,SlgPct,OBPct,iPF,PF,1B,SB%,BB%,K%,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch,Division
Boston College,56,ACC,1895,301,10,27,81,2314,521,92,4,72,371,64,7,18,399.0219377489091,-17.363547116479463,7.287815290263883,8.418909352631475,-0.7707118143116166,452,11,340,56,2023,0.274934036939314,0.441688654353562,0.39455488331892824,,100.0,353,85.33333333333334,13.007778738115816,19.533275713050994,0.16675461741424802,102.19911838523106,0.1603284356093345,0.39350087183958143,Boston College,-4.841000000000019,12.619400000000006,10.339089427794988,0.9780365769496204,2.56369999482396,1
Bowling Green,50,MAC,1607,251,5,19,62,1944,390,71,12,45,295,80,2,29,267.96195729692107,-56.716618531586995,-3.1019472143420894,7.9178632697730364,-2.7832790827887868,420,27,262,50,2023,0.24268823895457373,0.38581207218419417,0.36419753086419754,,100.0,262,74.76635514018692,12.911522633744857,21.604938271604937,0.14312383322962044,81.75294852435837,0.15174897119341563,0.36020734229576007,Bowling Green,-33.402000000000015,4.1852000000000045,5.195601605663338,0.9920382603908615,-0.9768127069861414,1
Bradley,48,MVC,1580,203,7,14,36,1840,417,86,11,45,253,45,6,32,261.88170214991845,-23.199271341441367,-5.668004049442265,10.858644726204327,-0.7031127679206848,392,16,234,48,2023,0.2639240506329114,0.4177215189873418,0.36032608695652174,,100.0,275,73.77049180327869,11.032608695652174,21.304347826086957,0.15379746835443037,87.8623636936813,0.1375,0.3641746987951807,Bradley,-59.696000000000005,3.530800000000005,4.641871038420194,1.0637412535358046,-1.3226428066825773,1
Brown,38,Ivy League,1262,153,2,10,53,1480,321,60,12,16,185,39,10,14,187.01189859734058,-33.73057095265577,-7.090200429564513,3.359191923175518,-1.795635497614844,298,14,170,38,2023,0.2543581616481775,0.3589540412044374,0.35743243243243245,,100.0,233,73.58490566037736,10.337837837837839,20.135135135135133,0.10459587955625993,73.97957146462386,0.125,0.3493136856368564,Brown,-69.638,1.436200000000008,0.9756504679437957,1.0298333333333334,0.4189441266508064,1
Bryant,50,America East,1665,219,2,20,75,1981,439,98,12,69,338,43,7,15,318.043255042333,0.23138818270926365,0.3790422550860931,8.362976948711376,2.1476562940341575,452,10,311,50,2023,0.26366366366366367,0.46126126126126127,0.3710247349823322,,100.0,260,81.13207547169812,11.055022715800101,22.81675921251893,0.1975975975975976,100.39341362867388,0.17062089853609289,0.38239301972685885,Bryant,11.440999999999987,10.900800000000002,9.267923013893023,0.8804971844526851,3.112355074986855,1
Bucknell,47,Patriot,994,153,2,8,48,1205,293,59,5,22,215,23,0,9,220.51839261308803,29.455696953556775,5.908551187547822,5.680927967187901,3.8659876918431646,246,8,160,47,2023,0.2947686116700201,0.4305835010060362,0.41161825726141077,,100.0,207,74.19354838709677,12.697095435684647,20.414937759336098,0.1358148893360161,104.19821026543295,0.17842323651452283,0.4038401332223147,Bucknell,12.201999999999991,12.128200000000001,8.333081036169334,0.9923216719672876,3.8889638335710632,1
Butler,55,Big East,1521,170,2,14,37,1744,364,67,16,22,224,35,8,22,177.71339691159227,-96.7952175294448,-4.296869547118795,11.411834243685052,-6.052643769860692,425,11,179,55,2023,0.23931623931623933,0.34779750164365547,0.32855504587155965,,100.0,259,76.08695652173914,9.747706422018348,24.36926605504587,0.10848126232741614,63.908212929685874,0.12844036697247707,0.3255890804597701,Butler,-101.84200000000001,1.9400000000000095,2.5951039145004717,1.0097867856700136,-0.6739062641343294,1
CSU Bakersfield,52,Big West,1664,189,4,14,58,1929,451,85,11,20,264,32,8,21,256.95646755692906,-35.84475490582404,6.941154552290172,6.294921420543056,-0.5435308382262525,386,8,236,52,2023,0.27103365384615385,0.3713942307692308,0.36391912908242613,,100.0,335,80.0,9.79782270606532,20.010368066355625,0.10036057692307693,78.46025408867794,0.1368584758942457,0.35598958875585635,CSU Bakersfield,-64.42800000000001,4.612400000000004,4.5107419293009015,1.00447267434167,0.08112016692084367,1
Cal Poly,56,Big West,1941,200,3,21,61,2226,540,103,9,40,318,34,8,22,307.88598151846725,-29.996611121288275,-2.016722273751228,7.030522745647073,-0.9907668439351415,405,19,300,56,2023,0.2782071097372488,0.4023699124162803,0.3611859838274933,,100.0,388,64.15094339622641,8.984725965858042,18.194070080862534,0.12416280267903146,84.65994383755672,0.14285714285714285,0.36087432432432437,Cal Poly,-50.77900000000001,6.225600000000008,6.535740531248995,1.0634352473278648,-0.6815053856269966,1
Cal St. Fullerton,56,Big West,1897,249,6,33,61,2246,525,124,8,37,340,41,3,42,335.9877445233607,-4.930630619896695,-2.3598946186641543,8.003927000966222,0.9553681282365035,431,14,307,56,2023,0.2767527675276753,0.40906694781233527,0.3744434550311665,,100.0,356,74.54545454545455,11.086375779162957,19.18967052537845,0.13231418028465997,89.63539362036643,0.15138023152270705,0.37159668755595343,Cal St. Fullerton,-28.319000000000013,10.409200000000006,9.704010512397772,1.0742728125733052,-0.014479251650435288,1
California,52,Pac-12,1447,184,1,12,40,1684,388,76,6,74,285,56,8,12,270.1702801507957,-27.20195886338706,9.979512207264827,6.819062173407214,-0.6499088945019293,390,7,268,52,2023,0.2681409813407049,0.4823773324118867,0.3640142517814727,,100.0,232,88.88888888888889,10.926365795724466,23.159144893111637,0.21423635107118177,103.26861811528522,0.16923990498812352,0.3822021403091558,California,-2.586000000000009,8.44560000000001,9.515676237279987,0.9070860302049623,-0.20498274320019227,1
California Baptist,58,WAC,1741,177,8,17,39,1982,496,88,5,60,294,59,5,28,297.3918895563415,-43.07981310632944,4.90749435673021,8.552605840711456,-1.0407550486598953,448,17,274,58,2023,0.2848937392303274,0.4445720850086157,0.3632694248234107,,100.0,343,77.63157894736842,8.930373360242179,22.60343087790111,0.15967834577828832,94.63090106636902,0.14833501513622604,0.371883011190234,California Baptist,-23.130000000000013,9.759400000000008,10.011641296535652,0.9820473251028807,-0.07383101944172488,1
Campbell,61,Big South,2177,351,3,35,146,2712,692,129,16,123,586,133,11,24,629.8758486016114,190.38753900741636,16.545060872971035,12.89097568670755,17.967703519117684,531,21,527,61,2023,0.31786862655029857,0.5613229214515388,0.43952802359882004,,100.0,424,86.36363636363636,12.942477876106196,19.579646017699115,0.24345429490124026,140.71937179672477,0.21607669616519173,0.4516958610495196,Campbell,188.03499999999997,19.316599999999998,21.66772179814726,0.81134173108121,2.1404952083394093,1
Canisius,52,MAAC,1727,271,3,25,59,2085,492,82,16,49,364,102,4,10,357.7359404169665,5.371292078292172,5.801255261464478,7.685473152840495,2.8137400688583676,443,19,332,52,2023,0.28488708743485813,0.4360162130862768,0.39568345323741005,,100.0,345,84.29752066115702,12.997601918465229,21.247002398081534,0.15112912565141867,101.22865580557186,0.17458033573141488,0.39300048100048096,Canisius,37.90099999999999,8.7746,9.696417666620913,0.9332247765006386,-0.293966916328392,1
Central Ark.,54,ASUN,1732,222,1,19,77,2051,471,83,9,56,318,94,8,37,319.41908806124155,-20.60412986136539,-7.8861925917785065,4.060692524599215,-1.370387581526142,436,34,283,54,2023,0.2719399538106236,0.42725173210161665,0.37591418820087763,,100.0,323,73.4375,10.823988298391027,21.257922964407605,0.15531177829099307,94.08225056817044,0.15504631886884446,0.3776788677403612,Central Ark.,-30.170000000000016,8.084800000000007,7.228993876013396,1.0683434190620271,0.3386101881350161,1
Central Conn. St.,50,NEC,1767,218,3,19,62,2069,527,100,15,56,374,56,2,14,364.9640205394442,42.73400171349864,4.466401449021841,7.996529489480015,5.692216486993055,326,12,342,50,2023,0.2982456140350877,0.466893039049236,0.3914934751087482,,100.0,356,82.35294117647058,10.536491058482358,15.756404059932336,0.1686474250141483,107.02386671322542,0.18076365393910102,0.39753320407174014,Central Conn. St.,55.492999999999995,13.761399999999998,12.783656640454634,0.7923773129525341,4.583574570043627,1
Central Mich.,57,MAC,1926,362,4,33,101,2426,500,92,8,46,419,133,12,26,395.6909130185148,-9.489243853892912,13.163508199043985,8.63884999901406,2.028146500287704,522,23,374,57,2023,0.25960539979231567,0.387331256490135,0.398598516075845,,100.0,354,85.25641025641025,14.921681780708987,21.51690024732069,0.12772585669781933,91.122097832022,0.17271228359439406,0.3848626964433415,Central Mich.,36.09599999999998,9.974800000000002,9.54550059534025,0.9345312671722168,1.1280855653267867,1
Charleston So.,48,Big South,1608,186,8,24,95,1921,418,77,6,44,290,58,9,54,274.6839691352998,-36.62025016058838,-3.541979128380886,8.454453493187152,-1.0628017512697623,390,23,268,46,2023,0.2599502487562189,0.39738805970149255,0.3680374804789172,,100.0,291,71.60493827160494,9.682457053617908,20.30192608016658,0.13743781094527363,85.34590428746354,0.15096304008328995,0.3650608923884514,Charleston So.,-37.95000000000001,5.768400000000004,4.434466989216983,0.9729520052596976,1.4942941098059022,1
Charlotte,64,C-USA,2130,353,11,15,64,2573,562,107,3,103,424,37,5,11,441.38513358756546,29.283815946526687,-2.0983180692706704,9.297589375505295,3.025414921097949,563,19,387,63,2023,0.26384976525821596,0.4619718309859155,0.384764865915274,,100.0,349,66.07142857142857,13.719393703847649,21.881072677808007,0.19812206572769953,104.15873196626345,0.16478818499805675,0.39179341434731474,Charlotte,13.972999999999985,10.995800000000006,13.570244544653837,0.8834622408421957,-1.1239853932521662,1
Cincinnati,55,AAC,1830,283,1,12,59,2185,452,74,11,77,363,102,8,21,321.5905179966978,-39.13026225387044,-5.207816415683955,9.713654289827065,-1.2866297289114175,608,32,328,54,2023,0.24699453551912567,0.42568306010928963,0.36384439359267734,,100.0,290,76.11940298507463,12.951945080091534,27.82608695652174,0.17868852459016396,90.5637573230305,0.16613272311212815,0.36931378836463574,Cincinnati,-2.1630000000000162,10.242000000000004,8.020203513862313,0.9582884177745837,2.667601754393793,1
Clemson,63,ACC,2191,301,4,33,66,2595,673,131,11,68,466,103,7,21,477.7759146109796,10.826764556665307,-0.5610668530850038,7.367199731824187,0.6319897819271305,490,24,425,63,2023,0.30716567777270654,0.4701049748973072,0.4023121387283237,,100.0,463,81.10236220472441,11.599229287090559,18.88246628131021,0.16293929712460065,110.58090466832029,0.17957610789980732,0.40507924236567455,Clemson,54.514999999999986,16.7674,14.931908812998403,0.9651238390092879,2.441405700931698,1
Coastal Carolina,63,Sun Belt,2215,313,5,40,125,2698,689,153,8,108,582,91,9,34,571.3751263401547,97.99171996264222,10.200094618975756,14.840851458205984,9.752843390062681,529,14,542,63,2023,0.3110609480812641,0.5336343115124154,0.4195700518902891,,100.0,420,86.66666666666667,11.601186063750927,19.60711638250556,0.22257336343115125,129.29752688436363,0.2157153446997776,0.43175297619047615,Coastal Carolina,171.945,22.502999999999997,19.490810428389153,0.8576174797964682,6.748160360009962,1
Col. of Charleston,57,CAA,2003,274,3,26,57,2363,562,116,15,47,378,92,7,15,370.6427993946495,-21.991304794306117,5.326396267136188,10.679841460769428,1.3218857444179077,407,25,345,57,2023,0.28057913130304546,0.4238642036944583,0.37917900973338975,,100.0,384,78.63247863247864,11.595429538721962,17.223867964451966,0.14328507239141286,94.1827709151291,0.1599661447312738,0.37873058973271106,Col. of Charleston,-6.2590000000000146,7.420000000000005,9.596306117341312,0.9705734641438916,-1.9513412856014254,1
Columbia,45,Ivy League,1632,209,1,16,63,1921,500,107,12,71,374,59,7,12,377.4182585982639,90.90049913505916,-3.0924563151533864,7.3987744759726315,8.414597833309317,383,18,335,45,2023,0.30637254901960786,0.5171568627450981,0.4023945861530453,,100.0,310,76.62337662337663,10.879750130140552,19.93753253513795,0.21078431372549022,121.1096011141513,0.19469026548672566,0.4170552371026576,Columbia,71.04399999999998,11.116800000000003,12.571594314267163,0.8567577030812324,0.40383614876770224,1
Coppin St.,50,NEC,1727,280,2,23,72,2104,462,86,16,33,317,67,2,17,329.68064528075195,1.9996594857836045,-2.5110865187686944,10.83446749354209,2.435334957012288,415,24,281,49,2023,0.267515923566879,0.3931673422119282,0.38783269961977185,,100.0,327,73.62637362637363,13.307984790874524,19.724334600760457,0.1256514186450492,89.59942575044519,0.15066539923954372,0.37846857142857143,Coppin St.,-21.456000000000014,6.997000000000003,8.035595693192981,0.9271162491971741,-0.48853780691498994,1
Cornell,35,Ivy League,1104,133,0,14,28,1279,279,54,6,30,166,50,4,10,158.73522201553945,-32.02803376449119,-1.4014001659315527,5.678943268984284,-1.1407099762393522,319,15,151,35,2023,0.25271739130434784,0.39402173913043476,0.34401876465989056,,100.0,189,76.92307692307693,10.398749022673965,24.941360437842064,0.14130434782608692,78.28951355242133,0.12978889757623144,0.3471188428459734,Cornell,-62.65100000000001,1.5472000000000057,2.012701844501569,0.9299959423818219,-0.34903867191023896,1
Creighton,49,Big East,1024,144,2,9,22,1201,262,52,3,29,166,18,5,22,162.58670361237762,-26.452772272763156,-7.318080803936329,5.272621418571175,-1.8069201452221162,246,14,177,48,2023,0.255859375,0.3974609375,0.35803497085761865,,100.0,178,56.25,11.99000832639467,20.48293089092423,0.1416015625,82.73662293193583,0.13821815154038303,0.35792648287385126,Creighton,-35.59900000000001,8.019200000000007,6.589890308682642,1.0817130620985012,0.8235359325082738,1
Dartmouth,41,Ivy League,1350,161,1,9,45,1566,308,60,10,16,158,41,10,10,151.95170190645845,-81.61769492819985,-9.06297212372225,3.521215467434386,-5.418460597598326,354,24,135,38,2023,0.22814814814814816,0.32296296296296295,0.3288633461047254,,100.0,222,63.07692307692307,10.280970625798211,22.60536398467433,0.0948148148148148,58.443391682972525,0.10089399744572158,0.32080946291560103,Dartmouth,-111.542,-1.9659999999999902,0.4119838537371072,0.9626383920967467,-2.454287605738725,1
Davidson,54,Atlantic 10,1825,292,8,24,113,2262,535,101,8,92,425,33,5,17,467.8822170126848,94.39156315786906,-5.347006707936448,9.519514720091497,8.759583312216149,487,14,392,54,2023,0.29315068493150687,0.5084931506849315,0.41909814323607425,,100.0,334,70.2127659574468,12.90893015030946,21.529619805481875,0.21534246575342464,123.55943773193543,0.1878868258178603,0.42619679430097945,Davidson,77.47399999999999,14.849000000000002,13.013355427647191,0.8093662910456804,5.333096808231669,1
Dayton,59,Atlantic 10,2029,276,5,32,100,2442,541,104,13,77,387,84,8,12,393.4526203772522,-9.758775163623191,-5.834042327241742,11.567723266223652,0.8670868995142588,537,34,357,59,2023,0.2666338097585017,0.4445539674716609,0.3775593775593776,,100.0,347,71.1864406779661,11.302211302211303,21.990171990171987,0.17792015771315922,98.3778203832653,0.15847665847665848,0.38257935855263153,Dayton,-10.993000000000016,8.951200000000002,10.737026967811602,0.9650773195876289,-1.4619152038911825,1
Delaware,59,CAA,2069,302,5,24,33,2433,599,115,23,74,442,54,3,7,423.3129113031215,19.04766564432797,-0.35939902127538736,11.483102951905824,3.875682361452129,485,17,424,59,2023,0.28951184146930886,0.4746254229096182,0.38594327990135635,,100.0,387,76.05633802816901,12.41265926839293,19.93423756678997,0.18511358144030932,107.29369959564244,0.1816687217427045,0.3951068922822947,Delaware,62.86999999999998,14.380600000000005,10.772011958304875,0.9203804041088158,4.852614485067118,1
Delaware St.,48,NEC,1493,187,2,20,36,1738,392,74,9,50,256,32,6,8,242.59547541584666,-28.08397007448367,2.190678472571574,8.333386902766549,0.12438688054702285,342,6,232,48,2023,0.2625586068318821,0.4246483590087073,0.35500575373993093,,100.0,259,84.21052631578947,10.759493670886076,19.677790563866512,0.1620897521768252,88.01264873172548,0.1472957422324511,0.3617543252595156,Delaware St.,-33.75800000000001,4.540600000000005,5.628612175029912,0.8489596879063719,-0.2801838990093808,1
Duke,63,ACC,2188,294,11,18,104,2615,614,123,8,108,478,75,4,13,477.55629998158565,7.008312547276634,0.4090065668754841,12.656781298680812,0.7354962805257312,560,21,444,63,2023,0.2806215722120658,0.4922303473491773,0.3912045889101338,,100.0,375,78.125,11.242829827915871,21.414913957934992,0.21160877513711152,112.60605633496348,0.18279158699808795,0.4035946779791747,Duke,75.58899999999998,13.741200000000003,13.627140993188698,0.9429178323489794,0.9459209731633216,1
ETSU,11,SoCon,20,2,0,0,0,22,7,2,0,0,5,2,0,1,4.071020868616322,0.23623587820273656,0.2751529672502265,0.12305128862421864,0.10540646794199321,7,0,3,6,2023,0.35,0.45,0.4090909090909091,,100.0,5,100.0,9.090909090909092,31.818181818181817,0.10000000000000003,107.8706636607663,0.22727272727272727,0.40604545454545454,ETSU,12.699999999999989,5.594200000000003,7.522618012175785,0.9345297187221586,-1.53650554520223,1
East Carolina,66,AAC,2280,317,5,35,71,2708,666,130,14,75,483,87,4,37,470.50001312947313,23.43737106149194,1.053161227058074,7.322092954469268,3.7214963624746997,470,15,445,66,2023,0.29210526315789476,0.4600877192982456,0.39106351550960117,,100.0,447,85.29411764705883,11.706056129985228,17.355982274741507,0.16798245614035084,105.39132558813407,0.17836041358936486,0.39504151223128237,East Carolina,60.46499999999998,15.222100000000001,13.914406707168249,1.0551366447237185,0.5122555418581047,1
Eastern Ill.,59,OVC,2048,282,9,30,78,2447,589,108,9,54,415,97,3,57,408.62227561749944,19.371571533814087,14.528350696533817,11.614453887563347,4.431490141385076,396,14,363,59,2023,0.28759765625,0.42822265625,0.3914997956681651,,100.0,418,87.38738738738738,11.524315488353086,16.18308132407029,0.140625,98.39012662932251,0.16959542296689825,0.388069575957184,Eastern Ill.,27.216999999999985,11.308200000000003,9.904430869886953,0.9424252068746022,2.094611513011296,1
Eastern Ky.,59,ASUN,2001,331,9,23,54,2418,525,92,12,87,405,50,10,12,397.1964489380396,-3.669538842001102,4.003426126836963,9.338546329343561,1.1961798351137376,579,12,378,59,2023,0.2623688155922039,0.45077461269365315,0.380066170388751,,100.0,334,80.64516129032258,13.688999172870139,23.9454094292804,0.18840579710144928,100.42494639724748,0.1674937965260546,0.38556041666666657,Eastern Ky.,18.712999999999983,11.537400000000005,9.82851112417177,1.0290589451913135,1.383091528827931,1
Eastern Mich.,53,MAC,1865,230,8,19,76,2198,556,125,8,78,408,89,11,18,413.2122447210564,46.11167390260947,-8.493093206308384,8.283949874785558,4.564150658725325,359,32,379,53,2023,0.29812332439678285,0.49919571045576405,0.3958143767060964,,100.0,345,73.55371900826447,10.464058234758872,16.333030027297543,0.2010723860589812,115.37149815518188,0.18562329390354868,0.40826810265811175,Eastern Mich.,52.130999999999986,14.752600000000005,13.930256227080687,0.9849679137910159,1.0474905537450248,1
Elon,54,CAA,1711,234,1,16,47,2009,476,75,7,70,324,44,3,29,326.03151244241815,-7.7822477419288045,6.11335162253047,4.568414410506183,1.6981299301886708,390,11,316,53,2023,0.27819988310929283,0.45295149035651666,0.3773021403683425,,100.0,324,80.0,11.647585863613738,19.412643106022898,0.17475160724722383,100.18553086609839,0.16127426580388252,0.3841659192825112,Elon,0.4649999999999882,9.241600000000004,7.489735169531914,0.8944134770221727,2.8428461671991085,1
Evansville,61,MVC,1879,295,6,23,51,2254,487,83,14,76,341,64,6,9,350.93589680887465,1.7117042819588253,8.219152277529778,7.897294579299194,1.8636276186063565,457,17,307,61,2023,0.2591804151144226,0.4395955295369878,0.37222715173025733,,100.0,314,79.01234567901234,13.087843833185447,20.275066548358474,0.1804151144225652,95.87090813550586,0.1512866015971606,0.37752899197145406,Evansville,-36.987000000000016,8.514000000000005,9.655311575050952,0.9755746140651802,-0.9281472175011913,1
Fairfield,55,MAAC,1983,313,6,27,63,2392,635,118,13,97,519,64,8,17,519.8527895126587,115.60519295337375,-1.7086039281579435,11.962136927415061,11.164311797484508,440,23,471,55,2023,0.3202218860312658,0.5395864851235502,0.4251672240802676,,100.0,407,73.5632183908046,13.085284280936454,18.394648829431436,0.21936459909228445,132.09589377216852,0.21697324414715718,0.43696932773109237,Fairfield,155.21999999999997,19.275799999999997,17.339650554057908,0.866285030758715,4.911455393274171,1
Fla. Atlantic,59,C-USA,1949,299,18,16,69,2351,560,119,10,81,404,47,1,17,448.96534555059407,72.42037945106739,4.100834717005872,11.024276812651589,7.018901296993692,431,9,371,59,2023,0.28732683427398664,0.4833247819394561,0.40238196512122504,,100.0,350,83.92857142857143,12.717992343683541,18.332624415142494,0.19599794766546946,113.55131976427795,0.17184176945980434,0.4091563714902807,Fla. Atlantic,38.97499999999999,13.684000000000001,12.944773074673712,1.0246936905988777,0.40946158642042185,1
Florida,71,SEC,2366,317,10,32,90,2815,686,128,19,146,566,71,8,14,549.7095996057029,31.35763141943132,3.857517992596354,13.240462997653463,3.1960938793608147,569,17,527,71,2023,0.28994082840236685,0.5452240067624683,0.39182948490230907,,100.0,393,80.68181818181817,11.261101243339255,20.213143872113676,0.25528317836010145,124.60398402994288,0.20106571936056838,0.41561431127012516,Florida,136.42999999999998,21.307800000000004,21.335906181647488,0.8369535519125683,4.12285428517697,1
Florida A&M,59,SWAC,2065,259,8,20,47,2399,610,115,24,72,451,45,7,21,419.36882548778283,-3.120265706692088,-13.255966982098142,5.542720801372429,1.088788663395055,450,13,412,58,2023,0.29539951573849876,0.47893462469733655,0.38516048353480614,,100.0,399,77.58620689655173,10.796165068778658,18.757815756565236,0.1835351089588378,108.05050211757576,0.18799499791579824,0.39589215274863615,Florida A&M,76.21599999999998,12.574000000000003,12.964331374814773,0.9567087743257083,0.17864414442011878,1
Florida St.,54,ACC,1856,179,8,14,36,2093,514,102,18,55,315,31,7,17,297.4280471961882,-79.19028462025881,0.27288543231076867,9.373368761461558,-5.556874199600194,462,12,290,54,2023,0.2769396551724138,0.4401939655172414,0.3521261347348304,,100.0,339,72.09302325581395,8.552317247969423,22.073578595317723,0.16325431034482757,90.72823407800104,0.1505016722408027,0.3636283100625903,Florida St.,-38.49200000000001,7.607400000000008,6.564259929027529,0.9681255698840693,1.293605038748269,1
Fordham,55,Atlantic 10,1884,186,3,22,88,2183,485,85,7,56,313,64,6,14,282.15457145289287,-78.29197910637446,-2.5742925516380284,9.55614142330369,-4.109835491121907,457,19,284,54,2023,0.25743099787685775,0.3991507430997877,0.34906092533211175,,100.0,337,77.10843373493977,8.520384791571232,20.93449381584975,0.14171974522292996,80.75837542091865,0.14338066880439762,0.3520670647680294,Fordham,-52.32800000000001,10.555000000000007,6.38132005301564,0.9895108903324418,4.285566085502641,1
Fresno St.,56,Mountain West,1970,195,2,23,50,2240,530,97,21,57,342,27,6,25,300.16385391406516,-65.59206594021532,-1.9926866977761062,8.558559935322304,-2.6345828083193887,415,12,309,56,2023,0.26903553299492383,0.4263959390862944,0.346875,,100.0,355,69.23076923076923,8.705357142857142,18.526785714285715,0.15736040609137059,86.26865810381001,0.15267857142857144,0.35665250447227187,Fresno St.,-24.10200000000001,6.795600000000007,6.6397353422539735,0.9352801697241981,0.6261088614181096,1
Ga. Southern,55,Sun Belt,1841,281,5,29,105,2261,526,92,11,58,420,40,4,35,408.39509201596036,11.68646272776332,4.461778700071902,8.463835702876974,2.3475673570474216,496,8,384,55,2023,0.2857142857142857,0.44215100488864745,0.4055727554179567,,100.0,365,83.33333333333334,12.428129146395401,21.93719593100398,0.15643671917436175,105.1944425877816,0.18575851393188855,0.40163127498889384,Ga. Southern,71.255,9.3734,9.472846314505091,0.8369882540768617,1.7261161014468396,1
Gardner-Webb,56,Big South,1896,244,7,28,84,2259,524,99,11,67,377,83,6,25,368.3183190912345,2.240114307574236,13.843211953526563,10.665407292015853,3.182582213819826,427,10,336,56,2023,0.27637130801687765,0.4462025316455696,0.3802567507746791,,100.0,347,89.24731182795699,10.801239486498451,18.902169101372287,0.16983122362869196,99.45399029625351,0.16688800354139,0.38463741648106897,Gardner-Webb,12.445999999999986,9.999000000000004,9.564684311143921,0.9819819819819819,0.6177835787643406,1
George Mason,63,Atlantic 10,2066,239,3,39,112,2459,569,94,8,31,408,163,18,52,348.6585165495529,-57.35983792833915,5.041721993293,9.435976968430186,-2.0067939942581425,394,40,357,62,2023,0.27541142303969024,0.3736689254598258,0.37535583570557135,,100.0,436,80.29556650246306,9.719398129320862,16.02277348515657,0.09825750242013553,81.97022866673203,0.1659211061407076,0.3641952710966163,George Mason,-8.412000000000015,10.954400000000001,8.07874367012079,0.9657010915197313,3.2647249209325526,1
George Washington,55,Atlantic 10,1925,231,1,25,49,2231,552,105,12,50,337,55,8,16,343.94632340851365,-24.425758267036226,1.763973512472055,9.12257507936821,0.06535556685013053,367,20,316,55,2023,0.28675324675324676,0.4316883116883117,0.3733751680860601,,100.0,385,73.33333333333333,10.354101299865532,16.450022411474674,0.14493506493506492,94.4065069419413,0.1510533393097266,0.3761664423508299,George Washington,-32.55300000000001,8.368400000000005,8.143196339866622,0.8744698103792415,1.4264879427397528,1
Georgetown,57,Big East,1902,237,1,23,67,2230,526,98,11,88,371,47,5,21,368.77358255440384,17.76772807991265,-3.293454091564781,10.979350462406089,2.8599508989075026,463,8,349,57,2023,0.2765509989484753,0.4784437434279706,0.3726457399103139,,100.0,329,85.45454545454545,10.627802690582959,20.762331838565025,0.2018927444794953,104.65589345271403,0.1663677130044843,0.3869955116696589,Georgetown,9.349999999999989,8.988000000000007,9.442434808410496,0.7842039355992844,2.0188695691700964,1
Georgia,56,SEC,1871,246,11,20,52,2200,535,104,7,100,392,30,5,18,397.82630245596874,-7.280031472911379,1.4565710178436726,1.7302959793346877,-0.5788179223492536,440,5,359,56,2023,0.2859433458043827,0.5093532870122929,0.3836363636363636,,100.0,324,85.71428571428571,11.181818181818182,20.0,0.2234099412079102,114.44316176718448,0.1781818181818182,0.40163774104683186,Georgia,44.50799999999999,13.125200000000003,13.552531167781027,0.8704947433518861,1.5253312779595696,1
Georgia St.,57,Sun Belt,2047,304,8,25,60,2444,611,96,7,110,458,87,14,17,475.2559901248551,46.43870132328337,4.343740803626467,11.085982884073118,5.2557469166845205,544,20,418,55,2023,0.298485588666341,0.5134342940889106,0.40220949263502453,,100.0,398,81.30841121495327,12.438625204582651,22.25859247135843,0.2149487054225696,120.22973725728785,0.18739770867430441,0.4150127677100494,Georgia St.,72.39099999999998,13.598400000000002,14.455243788940603,0.9294060370009737,0.17603625296615633,1
Georgia Tech,57,ACC,2040,269,7,31,80,2427,659,142,15,90,470,29,5,8,516.0182673130076,79.29935125064897,4.667267660976501,9.707158913887959,6.7088243327795745,461,11,434,57,2023,0.32303921568627453,0.5397058823529411,0.4182117840955913,,100.0,412,72.5,11.083642356819118,18.99464359291306,0.21666666666666662,130.2968249000878,0.19365471775854964,0.43258889349357643,Georgia Tech,101.47999999999999,12.136800000000001,14.705782376270864,0.8700302724520685,-0.7559229469041266,1
Gonzaga,52,WCC,1782,189,8,18,48,2045,486,88,11,40,276,38,3,12,278.2107466274484,-41.566485859079705,5.871524124288974,9.038496046378642,-1.2592971929230752,358,10,254,52,2023,0.2727272727272727,0.40179573512906847,0.35745721271393643,,100.0,347,79.16666666666666,9.24205378973105,17.506112469437653,0.12906846240179576,83.55296162286652,0.1349633251833741,0.35790142927550517,Gonzaga,-75.39600000000002,7.070400000000009,3.1811957690612402,1.0096120632390062,3.82189012644299,1
Grambling,55,SWAC,1580,318,4,17,66,1985,453,92,16,44,390,93,13,38,388.6554438291291,39.07609992707293,5.876341343829566,3.015117425512196,5.207749716055302,387,20,327,54,2023,0.28670886075949364,0.4487341772151899,0.42367758186397986,,100.0,301,82.30088495575221,16.02015113350126,19.496221662468514,0.16202531645569623,111.41684657684978,0.1964735516372796,0.4163161355589276,Grambling,92.62199999999999,12.683799999999998,12.912809346334148,0.8699942528735631,1.6663674219097953,1
