Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_url,player_id
52,2023,Academy of Art,PacWest,2,17,Tony Diaz,So,OF,32,25,0.132,0.219,0.198,5,91,12,2,2,18,0,6,6,5,3,1,26,5,0,2,0,0,0,6-0,R/R,548404,19591,http://stats.ncaa.org/players/7985592?year_stat_category_id=15000,7985592.0
53,2023,Academy of Art,PacWest,2,19,Koh Maeda,Jr,P,13,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-9,R/R,548404,19591,http://stats.ncaa.org/players/7987956?year_stat_category_id=15000,7987956.0
54,2023,Academy of Art,PacWest,2,5,Landon Levine,Jr,OF,48,48,0.299,0.394,0.455,34,167,50,9,1,76,5,35,19,9,3,0,43,1,2,1,10,0,0,6-1,R/R,548404,19591,http://stats.ncaa.org/players/7985568?year_stat_category_id=15000,7985568.0
55,2023,Academy of Art,PacWest,2,29,Michael Wiborn,Fr,1B,33,13,0.196,0.292,0.304,7,56,11,3,0,17,1,6,8,0,1,2,27,0,1,0,6,0,0,6-1,L/L,548404,19591,http://stats.ncaa.org/players/7985608?year_stat_category_id=15000,7985608.0
56,2023,Academy of Art,PacWest,2,22,Chris Fung,So,INF,36,23,0.203,0.357,0.284,14,74,15,3,0,21,1,11,17,3,4,1,26,0,2,0,4,0,0,5-9,R/L,548404,19591,http://stats.ncaa.org/players/7985610?year_stat_category_id=15000,7985610.0
57,2023,Academy of Art,PacWest,2,12,Gabe Henderson,Fr,SS,47,47,0.277,0.387,0.41,37,173,48,11,3,71,2,19,22,9,0,2,37,1,2,0,11,0,0,5-10,R/R,548404,19591,http://stats.ncaa.org/players/7985533?year_stat_category_id=15000,7985533.0
58,2023,Academy of Art,PacWest,2,7,Travis Turney,Sr,OF,47,44,0.31,0.44,0.423,25,142,44,14,1,60,0,26,29,4,0,4,27,3,2,2,19,3,0,6-2,L/R,548404,19591,http://stats.ncaa.org/players/7970774?year_stat_category_id=15000,7970774.0
59,2023,Academy of Art,PacWest,2,15,Cannon Secrist,Sr,P,11,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,548404,19591,http://stats.ncaa.org/players/7970775?year_stat_category_id=15000,7970775.0
60,2023,Adams St.,RMAC,2,4,Ryan Downs,Jr,INF,41,31,0.273,0.411,0.323,24,99,27,5,0,32,0,10,18,6,1,2,34,0,3,2,3,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833442?year_stat_category_id=15000,7833442.0
61,2023,Adams St.,RMAC,2,10,Elliot McNeave,Sr,P,12,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833444?year_stat_category_id=15000,7833444.0
62,2023,Adams St.,RMAC,2,17,Chase Hiatt,Sr,C,21,17,0.182,0.27,0.218,6,55,10,2,0,12,0,5,3,4,1,1,15,2,0,1,1,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833447?year_stat_category_id=15000,7833447.0
63,2023,Adams St.,RMAC,2,51,Caleb Raney,Jr,P,10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833449?year_stat_category_id=15000,7833449.0
64,2023,Adams St.,RMAC,2,6,Paul Giglio,Sr,OF,44,40,0.235,0.338,0.288,18,132,31,4,0,38,1,18,21,0,1,6,26,2,1,1,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833451?year_stat_category_id=15000,7833451.0
65,2023,Adams St.,RMAC,2,44,Mike Bathauer,Jr,3B,48,47,0.408,0.455,0.672,40,174,71,14,1,117,10,54,10,9,5,2,18,4,2,0,0,0,0,6-2,R/R,548545,13128,http://stats.ncaa.org/players/7833454?year_stat_category_id=15000,7833454.0
66,2023,Adams St.,RMAC,2,33,Matt Bathauer,Jr,P,49,49,0.42,0.485,0.627,33,169,71,11,0,106,8,43,22,3,4,0,24,5,0,0,0,0,0,6-2,L/L,548545,13128,http://stats.ncaa.org/players/7833458?year_stat_category_id=15000,7833458.0
67,2023,Adams St.,RMAC,2,27,Anthony Bleggi,Jr,P,13,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-/R,548545,13128,http://stats.ncaa.org/players/7833461?year_stat_category_id=15000,7833461.0
68,2023,Adams St.,RMAC,2,35,Cesar Loma,So,P,11,11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,548545,13128,http://stats.ncaa.org/players/7833463?year_stat_category_id=15000,7833463.0
69,2023,Adams St.,RMAC,2,41,Chris Gracia,So,ph,25,14,0.172,0.262,0.19,5,58,10,1,0,11,0,3,5,2,0,0,22,3,0,0,0,0,0,5-10,L/R,548545,13128,http://stats.ncaa.org/players/7833464?year_stat_category_id=15000,7833464.0
70,2023,Adams St.,RMAC,2,45,Connor Murray,So,p,12,12,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-7,R/R,548545,13128,http://stats.ncaa.org/players/7833465?year_stat_category_id=15000,7833465.0
71,2023,Adams St.,RMAC,2,25,Isaiah Pruitt,So,OF,26,13,0.128,0.196,0.149,7,47,6,1,0,7,0,4,1,3,0,0,13,0,0,0,1,0,0,6-3,R/R,548545,13128,http://stats.ncaa.org/players/7833466?year_stat_category_id=15000,7833466.0
72,2023,Adams St.,RMAC,2,0,Payton Brown,So,P,11,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7833468?year_stat_category_id=15000,7833468.0
73,2023,Adams St.,RMAC,2,14,Wilhelm Lorenz,So,P,13,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,548545,13128,http://stats.ncaa.org/players/7833469?year_stat_category_id=15000,7833469.0
74,2023,Adams St.,RMAC,2,32,Ty Addington,So,P,15,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,L/R,548545,13128,http://stats.ncaa.org/players/7833471?year_stat_category_id=15000,7833471.0
75,2023,Adams St.,RMAC,2,3,Zachary Dawson,Fr,c,34,29,0.292,0.429,0.417,20,96,28,5,2,40,1,11,19,4,0,0,11,2,1,1,3,0,0,5-10,R/R,548545,13128,http://stats.ncaa.org/players/7999126?year_stat_category_id=15000,7999126.0
76,2023,Adams St.,RMAC,2,38,Jack Dere,Fr,pr/dh,47,43,0.331,0.36,0.583,28,163,54,11,3,95,8,44,8,1,3,0,49,3,4,1,6,0,0,6-1,R/R,548545,13128,http://stats.ncaa.org/players/7999127?year_stat_category_id=15000,7999127.0
77,2023,Adams St.,RMAC,2,9,Kamden Kautz,Sr,p,26,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7999116?year_stat_category_id=15000,7999116.0
78,2023,Adams St.,RMAC,2,29,Alex Milone,So,ss,24,8,0.091,0.295,0.091,5,33,3,0,0,3,0,2,8,2,1,0,13,1,0,0,0,0,0,5-8,R/R,548545,13128,http://stats.ncaa.org/players/7999117?year_stat_category_id=15000,7999117.0
79,2023,Adams St.,RMAC,2,28,Kenny Morthland,Fr,cf,2,2,0.2,0.429,0.2,1,5,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/8006086?year_stat_category_id=15000,8006086.0
80,2023,Adams St.,RMAC,2,34,CJ Pino,So,p,17,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,548545,13128,http://stats.ncaa.org/players/7999076?year_stat_category_id=15000,7999076.0
81,2023,Adams St.,RMAC,2,8,Ayden Tausher,Fr,ph/cf,44,40,0.36,0.395,0.46,32,161,58,8,4,74,0,27,9,1,1,4,22,3,2,0,4,0,0,6-1,L/L,548545,13128,http://stats.ncaa.org/players/7999138?year_stat_category_id=15000,7999138.0
82,2023,Adams St.,RMAC,2,18,Ray Sifferman,So,p,12,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-11,L/R,548545,13128,http://stats.ncaa.org/players/7999323?year_stat_category_id=15000,7999323.0
83,2023,Adams St.,RMAC,2,35,Nolan Marthaler,So,lf,36,28,0.247,0.366,0.301,11,93,23,2,0,28,1,9,18,0,1,0,37,2,0,1,0,0,0,6-4,R/R,548545,13128,http://stats.ncaa.org/players/7999073?year_stat_category_id=15000,7999073.0
84,2023,Adams St.,RMAC,2,4,Joseph Raker,So,ss/p,49,49,0.404,0.454,0.564,50,188,76,18,3,106,2,32,13,5,1,1,19,1,1,0,4,0,0,5-9,R/R,548545,13128,http://stats.ncaa.org/players/7999074?year_stat_category_id=15000,7999074.0
85,2023,Adams St.,RMAC,2,45,Ricardo Santiago,Fr,p,20,4,0.0,0.444,0.0,0,5,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,6-1,R/R,548545,13128,http://stats.ncaa.org/players/7999137?year_stat_category_id=15000,7999137.0
86,2023,Adams St.,RMAC,2,27,Matthew Hinnen,Jr,1b,22,10,0.333,0.362,0.4,6,45,15,3,0,18,0,5,2,0,0,0,18,1,0,1,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/7999318?year_stat_category_id=15000,7999318.0
87,2023,Adams St.,RMAC,2,15,Cory Apker,So,p,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-6,R/R,548545,13128,http://stats.ncaa.org/players/7999322?year_stat_category_id=15000,7999322.0
88,2023,Adams St.,RMAC,2,42,Jack Maunsell,Fr,ph,2,1,0.0,0.2,0.0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,-,,548545,13128,http://stats.ncaa.org/players/8019392?year_stat_category_id=15000,8019392.0
89,2023,Adams St.,RMAC,2,17,Ethan Abegg,Fr,ph/2b,23,19,0.298,0.385,0.351,14,57,17,3,0,20,0,3,7,1,0,0,8,5,1,0,0,0,0,5-7,L/R,548545,13128,http://stats.ncaa.org/players/8019391?year_stat_category_id=15000,8019391.0
90,2023,Adelphi,NE10,2,46,Michael Draskin,Sr,INF,44,42,0.287,0.404,0.527,25,150,43,12,3,79,6,33,26,5,2,0,39,2,1,1,0,2,0,5-11,R/R,548441,899,http://stats.ncaa.org/players/7809769?year_stat_category_id=15000,7809769.0
91,2023,Adelphi,NE10,2,49,Henry Friedrich,Sr,C,4,1,0.2,0.556,0.2,2,5,1,0,0,1,0,2,4,0,0,0,2,0,0,0,0,0,0,6-0,L/R,548441,899,http://stats.ncaa.org/players/7809770?year_stat_category_id=15000,7809770.0
92,2023,Adelphi,NE10,2,24,Jacob Pedersen,So,P,13,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,548441,899,http://stats.ncaa.org/players/7809772?year_stat_category_id=15000,7809772.0
93,2023,Adelphi,NE10,2,47,Joseph Pasqua,Jr,OF,6,3,0.143,0.294,0.143,3,14,2,0,0,2,0,1,1,2,0,0,3,0,0,0,0,0,0,5-5,L/R,548441,899,http://stats.ncaa.org/players/7809773?year_stat_category_id=15000,7809773.0
94,2023,Adelphi,NE10,2,32,Carlos Acosta,Jr,P,6,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,R/L,548441,899,http://stats.ncaa.org/players/7809774?year_stat_category_id=15000,7809774.0
95,2023,Adelphi,NE10,2,12,Greyson Pizzonia,Jr,OF,17,4,0.318,0.407,0.5,6,22,7,1,0,11,1,3,4,0,1,0,4,0,0,0,1,0,0,6-1,L/R,548441,899,http://stats.ncaa.org/players/7809775?year_stat_category_id=15000,7809775.0
96,2023,Adelphi,NE10,2,33,Bobby Molinaro,Jr,P,6,1,0.25,0.25,0.5,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,L/L,548441,899,http://stats.ncaa.org/players/7809776?year_stat_category_id=15000,7809776.0
97,2023,Adelphi,NE10,2,13,Anthony Cipri,Sr,INF,42,40,0.375,0.412,0.5,33,168,63,7,1,84,4,25,10,2,2,0,16,4,0,1,6,1,0,5-9,L/R,548441,899,http://stats.ncaa.org/players/7809777?year_stat_category_id=15000,7809777.0
98,2023,Adelphi,NE10,2,58,Ergin Perovic,Sr,C,4,0,0.25,0.25,0.25,0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6-0,R/R,548441,899,http://stats.ncaa.org/players/7809778?year_stat_category_id=15000,7809778.0
99,2023,Adelphi,NE10,2,17,Nick Gavilla,Sr,OF,10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-9,L/L,548441,899,http://stats.ncaa.org/players/7809779?year_stat_category_id=15000,7809779.0
100,2023,Adelphi,NE10,2,25,Steven Proko,Sr,P,7,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,548441,899,http://stats.ncaa.org/players/7809780?year_stat_category_id=15000,7809780.0
