Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_url,player_id
55,2024,Adams St.,RMAC,2,35,Carson Reimers,So,UT,6,0,0.0,0.25,0.0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6-1,R/R,574467,13128,,
56,2024,Adams St.,RMAC,2,42,Seth Reker,Fr,INF,50,47,0.348,0.39,0.489,48,184,64,8,0,90,6,36,12,2,2,1,30,8,1,0,0,0,0,6-1,R/R,574467,13128,http://stats.ncaa.org/players/8426030?year_stat_category_id=15080,8426030
57,2024,Adams St.,RMAC,2,28,Braden Thomson,Fr,OF,21,7,0.121,0.194,0.152,5,33,4,1,0,5,0,1,2,1,0,0,10,1,1,1,0,0,0,6-1,R/R,574467,13128,http://stats.ncaa.org/players/8426033?year_stat_category_id=15080,8426033
58,2024,Adams St.,RMAC,2,27,Brandon Vidal,Sr,P,5,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,574467,13128,http://stats.ncaa.org/players/8426037?year_stat_category_id=15080,8426037
59,2024,Adams St.,RMAC,2,17,Brian Walter,Jr,P,12,12,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,574467,13128,http://stats.ncaa.org/players/8426041?year_stat_category_id=15080,8426041
60,2024,Adams St.,RMAC,2,9,Kamden Kautz,Sr,p,18,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574467,13128,http://stats.ncaa.org/players/8684439?year_stat_category_id=15080,8684439
61,2024,Adams St.,RMAC,2,6,Gunnar Martinez,So,2B,24,8,0.133,0.188,0.2,1,30,4,2,0,6,0,4,1,1,0,0,10,2,0,0,0,0,0,-,,574467,13128,http://stats.ncaa.org/players/8684272?year_stat_category_id=15080,8684272
62,2024,Adams St.,RMAC,2,12,Payton Brown,Jr,P,15,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574467,13128,http://stats.ncaa.org/players/8684438?year_stat_category_id=15080,8684438
63,2024,Adams St.,RMAC,2,7,A. Yi,,c,2,0,0.0,0.5,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-,,574467,13128,http://stats.ncaa.org/players/8685913?year_stat_category_id=15080,8685913
64,2024,Adams St.,RMAC,2,2,Ryan Downs,Sr,UT,27,7,0.219,0.316,0.438,13,32,7,0,2,14,1,5,3,2,1,1,11,0,1,0,3,0,0,-,,574467,13128,http://stats.ncaa.org/players/8684271?year_stat_category_id=15080,8684271
65,2024,Adelphi,NE10,2,21,Michael Tufo,So,P,6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-3,R/R,574365,899,http://stats.ncaa.org/players/8264384?year_stat_category_id=15080,8264384
66,2024,Adelphi,NE10,2,9,L.J. Bohne,So,OF,15,5,0.136,0.24,0.136,3,22,3,0,0,3,0,3,3,0,0,1,9,0,0,0,0,0,0,5-9,L/R,574365,899,http://stats.ncaa.org/players/8272816?year_stat_category_id=15080,8272816
67,2024,Adelphi,NE10,2,31,Brendan Kenneally,So,P,8,8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,R/R,574365,899,http://stats.ncaa.org/players/8261279?year_stat_category_id=15080,8261279
68,2024,Adelphi,NE10,2,45,Jack Wishner,Jr,INF,43,43,0.29,0.37,0.34,29,162,47,4,2,55,0,21,19,2,1,2,23,5,3,0,3,0,0,5-10,R/R,574365,899,http://stats.ncaa.org/players/8258865?year_stat_category_id=15080,8258865
69,2024,Adelphi,NE10,2,56,Zach Rovner,Jr,P,13,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,574365,899,http://stats.ncaa.org/players/8268308?year_stat_category_id=15080,8268308
70,2024,Adelphi,NE10,2,55,Phillip D'Aguanno,Jr,UT,25,24,0.207,0.286,0.276,12,87,18,4,1,24,0,8,10,0,1,1,16,0,1,0,2,0,0,5-11,R/R,574365,899,http://stats.ncaa.org/players/8275666?year_stat_category_id=15080,8275666
71,2024,Adelphi,NE10,2,12,Greyson Pizzonia,Sr,INF,39,34,0.305,0.401,0.383,32,128,39,3,2,49,1,22,20,2,2,2,32,1,3,0,16,0,0,6-1,L/R,574365,899,http://stats.ncaa.org/players/8265158?year_stat_category_id=15080,8265158
72,2024,Adelphi,NE10,2,30,Jacob Lee,So,INF,9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,574365,899,http://stats.ncaa.org/players/8268444?year_stat_category_id=15080,8268444
73,2024,Adelphi,NE10,2,33,Bobby Molinaro,Sr,P,11,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,L/L,574365,899,http://stats.ncaa.org/players/8259180?year_stat_category_id=15080,8259180
74,2024,Adelphi,NE10,2,39,Alex Rende,Sr,INF,15,14,0.32,0.493,0.5,11,50,16,4,1,25,1,6,14,3,0,0,14,0,0,0,3,0,0,5-10,L/R,574365,899,http://stats.ncaa.org/players/8265455?year_stat_category_id=15080,8265455
75,2024,Adelphi,NE10,2,32,Carlos Acosta,Sr,P,11,8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,R/L,574365,899,http://stats.ncaa.org/players/8263108?year_stat_category_id=15080,8263108
76,2024,Adelphi,NE10,2,6,John Carver,Jr,P,11,6,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6-2,R/R,574365,899,http://stats.ncaa.org/players/8284272?year_stat_category_id=15080,8284272
77,2024,Adelphi,NE10,2,37,C.J. Picone,Jr,C,24,14,0.14,0.218,0.14,4,50,7,0,0,7,0,1,5,0,0,1,10,1,0,0,0,0,0,5-6,R/R,574365,899,http://stats.ncaa.org/players/8286720?year_stat_category_id=15080,8286720
78,2024,Adelphi,NE10,2,52,Gavin Graff,Jr,P,16,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-4,R/R,574365,899,http://stats.ncaa.org/players/8279369?year_stat_category_id=15080,8279369
79,2024,Adelphi,NE10,2,8,Albert Ramos,So,INF,43,43,0.335,0.389,0.427,26,164,55,10,1,70,1,33,13,4,4,2,13,7,2,1,3,0,0,6-0,R/R,574365,899,http://stats.ncaa.org/players/8283154?year_stat_category_id=15080,8283154
80,2024,Adelphi,NE10,2,29,Jonathan Fallacaro,Jr,P,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10,L/L,574365,899,http://stats.ncaa.org/players/8279759?year_stat_category_id=15080,8279759
81,2024,Adelphi,NE10,2,26,Joe Pellegrino,Sr,INF,45,41,0.37,0.448,0.688,38,154,57,11,4,106,10,50,19,5,3,0,38,2,0,0,4,0,0,5-10,R/R,574365,899,http://stats.ncaa.org/players/8284939?year_stat_category_id=15080,8284939
82,2024,Adelphi,NE10,2,20,Coleton Reitan,Sr,P,19,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,574365,899,http://stats.ncaa.org/players/8422092?year_stat_category_id=15080,8422092
83,2024,Adelphi,NE10,2,1,Dawson Montesa,Fr,P,10,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,574365,899,http://stats.ncaa.org/players/8422093?year_stat_category_id=15080,8422093
84,2024,Adelphi,NE10,2,17,James Eden,Fr,OF,32,27,0.293,0.393,0.38,25,92,27,5,0,35,1,13,12,3,0,2,7,2,2,0,2,0,0,5-10,R/R,574365,899,http://stats.ncaa.org/players/8422097?year_stat_category_id=15080,8422097
85,2024,Adelphi,NE10,2,19,Jake Sekinski,Fr,P,6,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-8,R/R,574365,899,http://stats.ncaa.org/players/8422098?year_stat_category_id=15080,8422098
86,2024,Adelphi,NE10,2,46,Ethan Snyder,Fr,OF,3,0,0.333,0.6,0.333,0,3,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,5-10,R/R,574365,899,http://stats.ncaa.org/players/8422103?year_stat_category_id=15080,8422103
87,2024,Adelphi,NE10,2,7,Michael Robinson,Fr,INF,21,13,0.212,0.323,0.5,15,52,11,3,0,26,4,17,8,1,1,0,13,0,0,0,0,0,0,6-0,L/R,574365,899,http://stats.ncaa.org/players/8422095?year_stat_category_id=15080,8422095
88,2024,Adelphi,NE10,2,36,Cam Letourneau,Fr,P,9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,574365,899,http://stats.ncaa.org/players/8422102?year_stat_category_id=15080,8422102
89,2024,Adelphi,NE10,2,48,Justin Wilkinson,Fr,INF,10,3,0.167,0.412,0.167,1,12,2,0,0,2,0,2,5,0,0,0,3,0,0,0,1,0,0,6-0,L/L,574365,899,http://stats.ncaa.org/players/8422104?year_stat_category_id=15080,8422104
90,2024,Adelphi,NE10,2,44,Jacob Dannenberg,Sr,P,15,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,574365,899,http://stats.ncaa.org/players/8422086?year_stat_category_id=15080,8422086
91,2024,Adelphi,NE10,2,5,Alec Maag,Sr,C,42,42,0.321,0.418,0.423,32,156,50,8,1,66,2,21,22,5,1,0,36,6,1,0,3,2,0,6-1,R/R,574365,899,http://stats.ncaa.org/players/8422088?year_stat_category_id=15080,8422088
92,2024,Adelphi,NE10,2,27,Jose Matos,Sr,C,14,13,0.224,0.264,0.327,4,49,11,2,0,16,1,6,1,2,1,0,7,3,0,0,0,0,0,5-7,R/R,574365,899,http://stats.ncaa.org/players/8422089?year_stat_category_id=15080,8422089
93,2024,Adelphi,NE10,2,4,Anthony Rigogliosi,Fr,OF,42,40,0.281,0.383,0.345,24,139,39,6,0,48,1,21,23,2,3,6,35,2,0,0,1,0,0,5-10,L/L,574365,899,http://stats.ncaa.org/players/8422094?year_stat_category_id=15080,8422094
94,2024,Adelphi,NE10,2,58,Evan Carway,Fr,C,6,4,0.091,0.231,0.091,0,11,1,0,0,1,0,0,2,0,0,0,8,0,0,0,0,0,0,5-11,R/R,574365,899,http://stats.ncaa.org/players/8422096?year_stat_category_id=15080,8422096
95,2024,Adelphi,NE10,2,28,Bryan McCleary,Fr,C,27,22,0.194,0.326,0.25,8,72,14,1,0,18,1,9,14,1,2,4,17,2,0,0,0,0,0,5-11,R/R,574365,899,http://stats.ncaa.org/players/8422100?year_stat_category_id=15080,8422100
96,2024,Adelphi,NE10,2,14,Nick Lopez,Sr,INF,14,4,0.25,0.375,0.35,2,20,5,0,1,7,0,3,3,1,0,0,5,0,0,0,0,0,0,5-11,L/R,574365,899,http://stats.ncaa.org/players/8422087?year_stat_category_id=15080,8422087
97,2024,Adelphi,NE10,2,18,Tommy O'Sullivan,Sr,P,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-2,R/R,574365,899,http://stats.ncaa.org/players/8422090?year_stat_category_id=15080,8422090
98,2024,Adelphi,NE10,2,0,Steven Proko,Sr,P,11,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6-0,R/R,574365,899,http://stats.ncaa.org/players/8422091?year_stat_category_id=15080,8422091
99,2024,Adelphi,NE10,2,34,Erick Duignan,Fr,INF,31,27,0.239,0.355,0.307,13,88,21,6,0,27,0,10,11,6,2,1,42,0,0,1,1,0,0,6-3,R/R,574365,899,http://stats.ncaa.org/players/8422101?year_stat_category_id=15080,8422101
100,2024,Alabama Huntsville,Gulf South,2,18,Collin Hollingsworth,Jr,P,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574366,858,http://stats.ncaa.org/players/8268802?year_stat_category_id=15080,8268802
101,2024,Alabama Huntsville,Gulf South,2,12,Payton Lemons,Jr,P,5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574366,858,http://stats.ncaa.org/players/8264266?year_stat_category_id=15080,8264266
102,2024,Alabama Huntsville,Gulf South,2,3,Austin Reed,Jr,OF,26,16,0.258,0.382,0.323,18,62,16,1,0,20,1,18,8,5,1,2,12,1,0,1,3,0,0,-,,574366,858,http://stats.ncaa.org/players/8272640?year_stat_category_id=15080,8272640
